game_id,name,platform_id,year,genre_id,publisher_id,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3084,Shrek: Hassle at the Castle,7,2002,1,503,0.47,0.17,0,0.01,0.66
3085,Suikoden IV,17,2004,8,282,0.17,0.13,0.3,0.05,0.66
3086,Gods Eater Burst,20,2010,1,352,0.03,0,0.62,0,0.66
3087,Disney's Kim Possible 2: Drakken's Demise,7,2004,5,126,0.47,0.17,0,0.01,0.66
3088,Um Jammer Lammy,16,1998,4,465,0.12,0.08,0.41,0.04,0.66
3089,Brothers In Arms: Road to Hill 30,30,2005,9,533,0.49,0.14,0,0.02,0.66
3090,Madden NFL 10,20,2009,11,139,0.5,0.08,0,0.08,0.66
3091,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",20,2007,1,17,0.23,0.27,0,0.16,0.66
3092,Taiko no Tatsujin DS: Touch de Dokodon!,5,2007,4,352,0,0,0.66,0,0.66
3093,F1 2015,19,2015,7,91,0.09,0.44,0.03,0.09,0.66
3094,Scene It? Box Office Smash,29,2008,4,328,0.33,0.25,0,0.07,0.66
3095,Animaniacs Ten Pin Alley,16,1998,11,42,0.36,0.25,0,0.04,0.66
3096,Disney Infinity 2.0: Marvel Super Heroes,27,2014,1,126,0.38,0.22,0,0.06,0.65
3097,NHL 13,18,2012,11,139,0.33,0.22,0,0.1,0.65
3098,Kung Fu Panda,17,2008,1,17,0.24,0,0,0.41,0.65
3099,Tom Clancy's EndWar,18,2008,12,533,0.32,0.22,0.01,0.1,0.65
3100,The Evil Within,31,2014,1,65,0.35,0.25,0,0.05,0.65
3101,Tiger Woods PGA Tour 09,29,2008,11,139,0.35,0.23,0,0.07,0.65
3102,Radiata Stories,17,2005,8,475,0.18,0.14,0.29,0.05,0.65
3103,F-Zero GX,8,2003,7,369,0.41,0.11,0.12,0.02,0.65
3104,Disney's Chicken Little,17,2005,5,126,0.32,0.25,0,0.08,0.65
3105,Wall-E,20,2008,5,515,0.29,0.22,0,0.14,0.65
3106,Yoshi Topsy-Turvy,7,2004,5,369,0.25,0.09,0.3,0.01,0.65
3107,Up,5,2009,1,515,0.31,0.28,0,0.07,0.65
3108,Monster Jam: Maximum Destruction,17,2002,7,533,0.32,0.25,0,0.08,0.65
3109,Real Heroes: Firefighter,26,2009,1,443,0.56,0.04,0,0.05,0.65
3110,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,7,2005,4,515,0.47,0.17,0,0.01,0.65
3111,World of Dragon Warrior - Torneko: The Last Hope,16,1999,8,145,0.02,0.01,0.58,0.04,0.65
3112,Drawn to Life: The Next Chapter,5,2009,6,515,0.45,0.14,0,0.06,0.65
3113,MLB 14: The Show,19,2014,11,466,0.58,0,0,0.07,0.65
3114,Tiger Woods PGA Tour 10,29,2009,11,139,0.39,0.2,0,0.06,0.65
3115,Advance Wars 2: Black Hole Rising,7,2003,12,369,0.47,0.17,0,0.01,0.65
3116,Fire Emblem: Shadow Dragon,5,2008,8,369,0.31,0.03,0.27,0.03,0.65
3117,Centipede,16,1998,9,54,0.36,0.25,0,0.04,0.65
3118,Drakengard,17,2003,8,475,0.19,0.15,0.26,0.05,0.65
3119,SingStar Pop Hits,17,2007,4,465,0,0.5,0,0.15,0.65
3120,Kung-Fu Master,1,1987,1,17,0.6,0.04,0,0.01,0.65
3121,Champions: Return to Arms,17,2005,8,469,0.32,0.25,0,0.08,0.65
3122,Harry Potter and the Goblet of Fire,17,2005,1,139,0.54,0.02,0,0.09,0.65
3123,SingStar R&B,17,2007,4,465,0,0.05,0,0.6,0.65
3124,Mary-Kate and Ashley: Magical Mystery Mall,16,2000,2,13,0.36,0.24,0,0.04,0.65
3125,MX vs. ATV Untamed,20,2007,7,515,0.35,0.18,0,0.12,0.65
3126,Disney Sing It: Party Hits,26,2010,4,126,0.5,0.11,0,0.05,0.65
3127,Dead or Alive 5,18,2012,3,507,0.23,0.15,0.2,0.07,0.65
3128,Star Ocean: First Departure,20,2007,8,475,0.2,0.14,0.22,0.09,0.65
3129,Super Robot Taisen Impact,17,2002,12,62,0,0,0.65,0,0.65
3130,Dragon Age: Inquisition,18,2014,8,139,0.26,0.23,0.05,0.1,0.65
3131,The Black Eyed Peas Experience,26,2011,4,533,0.39,0.2,0,0.06,0.65
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,5,2008,4,352,0,0,0.65,0,0.65
3133,Sengoku Basara: Samurai Heroes,18,2010,1,82,0.17,0.04,0.4,0.03,0.65
3134,Crysis 3,14,2013,9,139,0.17,0.39,0,0.09,0.64
3135,Paws & Claws: Pet Vet,5,2007,10,515,0.6,0,0,0.05,0.64
3136,Harry Potter and the Half-Blood Prince,17,2009,1,139,0.13,0.07,0,0.44,0.64
3137,Crash Bandicoot Purple: Ripto's Rampage,7,2004,5,556,0.46,0.17,0,0.01,0.64
3138,Diablo III,31,2014,8,17,0.35,0.24,0,0.05,0.64
3139,Spyro: A Hero's Tail,17,2004,5,556,0.32,0.25,0,0.08,0.64
3140,Crash of the Titans,20,2007,1,556,0.25,0.25,0,0.15,0.64
3141,Aliens: Colonial Marines,18,2013,9,453,0.2,0.31,0,0.13,0.64
3142,Crash: Twinsanity,17,2004,5,556,0.32,0.25,0,0.08,0.64
3143,Test Drive Unlimited 2,18,N/A,7,54,0.16,0.35,0.01,0.12,0.64
3144,Max Payne 2: The Fall of Max Payne,30,2003,9,499,0.47,0.15,0,0.02,0.64
3145,Dragon Ball: Raging Blast 2,29,2010,3,352,0.49,0.09,0.01,0.05,0.64
3146,GoldenEye: Rogue Agent,17,2004,9,139,0.54,0.02,0,0.09,0.64
3147,NBA 2K17,31,2016,11,499,0.54,0.04,0,0.07,0.64
3148,Lost Planet: Extreme Condition,18,2008,9,82,0.31,0.17,0.07,0.09,0.64
3149,XCOM: Enemy Unknown,29,2012,12,499,0.36,0.23,0,0.05,0.64
3150,Rayman 3D,3,2011,5,533,0.23,0.35,0,0.06,0.64
3151,LEGO Marvel's Avengers,19,2016,1,560,0.25,0.29,0,0.1,0.64
3152,James Bond 007: Everything or Nothing,30,2004,9,139,0.43,0.19,0,0.02,0.64
3153,X2: Wolverine's Revenge,17,2003,5,17,0.31,0.24,0,0.08,0.64
3154,Stuntman: Ignition,29,2007,7,515,0.25,0.32,0,0.07,0.64
3155,NBA Live 06,30,2005,11,139,0.57,0.04,0,0.03,0.64
3156,Dragon Age II,14,2011,1,139,0.23,0.33,0,0.09,0.64
3157,LEGO Star Wars II: The Original Trilogy,29,2006,1,296,0.55,0.04,0,0.05,0.64
3158,Tom Clancy's Rainbow Six,11,1999,9,434,0.48,0.15,0,0.01,0.64
3159,Castlevania,11,1999,5,282,0.44,0.1,0.04,0.05,0.64
3160,Rayman 2: The Great Escape,11,1999,5,533,0.4,0.22,0,0.02,0.64
3161,Nicktoons Collection: Game Boy Advance Video Volume 1,7,2004,4,351,0.46,0.17,0,0.01,0.64
3162,The Lord of the Rings: Conquest,29,2009,1,139,0.37,0.21,0,0.06,0.64
3163,TimeSplitters 2,30,2002,9,138,0.29,0.33,0,0.01,0.64
3164,Onimusha: Dawn of Dreams,17,2006,1,82,0.15,0.12,0.34,0.04,0.64
3165,NieR,18,2010,8,475,0.17,0.2,0.2,0.07,0.64
3166,The Princess and the Frog,5,2009,5,126,0.41,0.17,0,0.06,0.64
3167,Sega Rally Revo,18,2007,7,453,0.07,0.43,0,0.14,0.64
3168,SpongeBob SquarePants: Game Boy Advance Video Volume 1,7,2004,4,351,0.46,0.17,0,0.01,0.64
3169,Gravity Rush,21,2012,1,465,0.26,0.2,0.09,0.1,0.64
3170,Konami Collector's Series: Arcade Advanced,7,2002,4,282,0.46,0.17,0,0.01,0.64
3171,White Knight Chronicles II,18,2010,8,465,0.23,0.09,0.27,0.05,0.64
3172,Wolfenstein,18,2009,9,17,0.25,0.28,0,0.11,0.64
3173,Jampack Volume 13 (RP-T),17,2005,4,465,0.31,0.24,0,0.08,0.64
3174,LEGO Dimensions,19,2015,1,560,0.22,0.32,0,0.1,0.64
3175,Start the Party!,18,2010,4,465,0.07,0.42,0,0.14,0.64
3176,Cruis'n World,11,1998,7,369,0.59,0.04,0,0.01,0.64
3177,Madden NFL 2001,11,2000,11,139,0.6,0.03,0,0.01,0.64
3178,NBA Live 08,18,2007,11,139,0.56,0.02,0.01,0.05,0.64
3179,The Walking Dead: Survival Instinct,29,2013,9,17,0.46,0.12,0,0.05,0.64
3180,Donkey Kong Barrel Blast,26,2007,7,369,0.2,0.26,0.11,0.06,0.64
3181,Okami,26,2008,1,82,0.45,0.1,0.04,0.05,0.64
3182,Lemony Snicket's A Series of Unfortunate Events,17,2004,5,17,0.31,0.24,0,0.08,0.64
3183,Middle-Earth: Shadow of Mordor,18,2014,1,560,0.2,0.33,0.01,0.1,0.64
3184,Family Feud: 2010 Edition,26,2009,4,533,0.59,0,0,0.04,0.64
3185,Red Steel 2,26,2010,9,533,0.36,0.21,0.01,0.06,0.63
3186,X-Men Legends II: Rise of Apocalypse,17,2005,8,17,0.53,0.02,0,0.09,0.63
3187,Nightmare Creatures,16,1997,1,465,0.35,0.24,0,0.04,0.63
3188,SingStar Queen,17,2009,4,465,0.08,0.12,0,0.44,0.63
3189,Just Dance 2015,29,2014,4,533,0.41,0.16,0,0.06,0.63
3190,F1 2013,18,2013,7,91,0.01,0.45,0.03,0.15,0.63
3191,Juiced 2: Hot Import Nights,29,2007,7,515,0.22,0.34,0,0.07,0.63
3192,Tony Hawk's Pro Skater 2x,30,2001,11,17,0.41,0.19,0,0.03,0.63
3193,Sim Theme Park,16,1999,12,139,0.35,0.24,0,0.04,0.63
3194,FIFA Soccer 2003,30,2002,11,139,0.2,0.4,0,0.04,0.63
3195,Ghostbusters: The Video Game,29,2009,1,54,0.43,0.14,0,0.06,0.63
3196,Monster Hunter 2,17,N/A,8,82,0,0,0.63,0,0.63
3197,NASCAR 06: Total Team Control,17,2005,7,139,0.53,0.02,0,0.09,0.63
3198,Tony Hawk's Project 8,18,2006,11,17,0.3,0.23,0.01,0.1,0.63
3199,Dogz,7,2004,10,533,0.45,0.17,0,0.01,0.63
3200,Disney Universe,18,2011,1,126,0.3,0.23,0,0.09,0.63
3201,Guitar Hero: Metallica,18,2009,4,17,0.28,0.24,0,0.1,0.63
3202,Iron Man,20,2008,1,453,0.46,0.09,0,0.09,0.63
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3,2012,4,352,0,0,0.63,0,0.63
3204,Harry Potter and the Half-Blood Prince,5,2009,1,139,0.21,0.35,0,0.07,0.63
3205,A Bug's Life,11,1998,5,17,0.49,0.13,0,0.01,0.63
3206,Super Castlevania IV,24,1991,5,282,0.32,0.05,0.25,0.01,0.63
3207,DJ Hero 2,26,2010,4,17,0.49,0.09,0,0.04,0.63
3208,Angry Birds Trilogy,3,2012,1,17,0.38,0.2,0,0.05,0.63
3209,Condemned 2: Bloodshot,29,2008,1,453,0.38,0.19,0,0.06,0.63
3210,Cabela's Big Game Hunter (2008),26,2007,11,17,0.58,0,0,0.05,0.63
3211,Mobile Suit Z Gundam: AEUG vs. Titans,17,2003,3,352,0,0,0.63,0,0.63
3212,Just Dance 3,18,2011,4,533,0.33,0.21,0,0.09,0.63
3213,Call of Duty: Black Ops,5,2010,9,17,0.54,0.05,0,0.04,0.63
3214,God of War III,19,2015,1,465,0.23,0.29,0.01,0.1,0.63
3215,Ape Escape 2,17,2002,5,465,0.12,0.09,0.38,0.03,0.63
3216,Metroid Prime: Trilogy,26,2009,9,369,0.43,0.05,0,0.14,0.63
3217,X-Man,1,1982,1,539,0.58,0.04,0,0.01,0.63
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",29,2009,9,17,0.34,0.23,0,0.06,0.63
3219,Advance Wars: Days of Ruin,5,N/A,12,369,0.44,0.13,0,0.06,0.63
3220,The Sims 3: Generations,14,2011,10,139,0.4,0.23,0,0,0.63
3221,The Crew,31,2014,7,533,0.24,0.34,0,0.05,0.63
3222,Battle of Giants: Dragons,5,2009,12,533,0.31,0.25,0,0.06,0.63
3223,Dragon Quest Monsters Joker 3,3,2016,8,475,0,0,0.63,0,0.63
3224,Sonic & All-Stars Racing Transformed,29,2012,7,453,0.2,0.37,0,0.06,0.63
3225,Shin Megami Tensei: Persona 3 FES,17,2007,8,507,0.22,0.2,0.16,0.05,0.63
3226,FIFA Soccer 2002,17,2001,11,139,0.31,0.24,0,0.08,0.63
3227,Shin Megami Tensei: Persona 3 Portable,20,2009,8,193,0.18,0.06,0.34,0.04,0.63
3228,Final Fantasy VII International,16,1997,8,473,0,0,0.59,0.04,0.63
3229,Tiger Woods PGA Tour 12: The Masters,29,2011,11,139,0.4,0.17,0,0.05,0.63
3230,Okami,17,2006,1,82,0.11,0.03,0.15,0.34,0.63
3231,NHL 2001,16,2000,11,139,0.35,0.24,0,0.04,0.63
3232,World of Zoo,26,2009,10,515,0.41,0.16,0,0.05,0.63
3233,LEGO Jurassic World,31,2015,1,560,0.35,0.22,0,0.06,0.63
3234,Wet,18,2009,9,65,0.22,0.27,0.01,0.11,0.63
3235,MySims Racing,5,2009,7,139,0.26,0.29,0,0.07,0.63
3236,Buzz Lightyear of Star Command,16,2000,5,17,0.35,0.24,0,0.04,0.63
3237,Namco Museum,8,2002,4,352,0.48,0.13,0,0.02,0.63
3238,Nobunaga no Yabou: Haouden,24,1993,12,507,0.3,0,0.32,0,0.62
3239,Virtua Cop,22,1995,9,453,0,0,0.62,0,0.62
3240,Metal Gear Solid 2: Substance,30,N/A,1,282,0.38,0.22,0,0.03,0.62
3241,Tony Hawk's American Wasteland,30,2005,11,17,0.4,0.2,0,0.03,0.62
3242,WWF in Your House,16,1996,3,13,0.35,0.24,0,0.04,0.62
3243,Prince of Persia: The Forgotten Sands,29,2010,1,533,0.3,0.26,0,0.06,0.62
3244,Vanquish,18,2010,9,453,0.21,0.22,0.11,0.09,0.62
3245,Wild ARMs 3,17,2002,8,533,0.16,0.13,0.29,0.04,0.62
3246,NBA ShootOut '97,16,1997,11,465,0.35,0.24,0,0.04,0.62
3247,Sacred 2: Fallen Angel,18,2009,8,119,0.22,0.23,0.08,0.09,0.62
3248,Madden NFL 07,8,2006,11,139,0.48,0.13,0,0.02,0.62
3249,Far Cry 4,14,2014,9,533,0.15,0.42,0,0.05,0.62
3250,Battlezone,1,1982,9,54,0.58,0.03,0,0.01,0.62
3251,Tiger Woods PGA Tour 2004,30,2003,11,139,0.47,0.13,0,0.02,0.62
3252,LEGO Pirates of the Caribbean: The Video Game,3,2011,1,126,0.29,0.28,0,0.06,0.62
3253,Pro Evolution Soccer 2015,18,2014,11,282,0.1,0.23,0.22,0.08,0.62
3254,Evolve,31,2015,9,499,0.36,0.2,0,0.06,0.62
3255,Tak 2: The Staff of Dreams,17,2004,5,515,0.3,0.24,0,0.08,0.62
3256,Dead Island: Riptide,18,2013,1,119,0.26,0.2,0.07,0.09,0.62
3257,Warriors Orochi 3,18,2011,1,534,0,0.04,0.57,0.01,0.62
3258,Bolt,5,2008,2,126,0.35,0.21,0,0.06,0.62
3259,Viewtiful Joe,8,2003,1,82,0.38,0.1,0.12,0.02,0.62
3260,The Urbz: Sims in the City,7,2004,10,139,0.37,0.22,0,0.03,0.62
3261,Beetle Adventure Racing!,11,1999,7,139,0.4,0.2,0,0.02,0.62
3262,FIFA Soccer,21,2012,11,139,0.17,0.34,0.02,0.09,0.62
3263,Disney's 102 Dalmatians: Puppies to the Rescue,16,2000,5,138,0.34,0.23,0,0.04,0.62
3264,Wipeout: The Game,5,2010,4,17,0.58,0,0,0.04,0.62
3265,Strike Force Bowling,17,2004,11,408,0.3,0.24,0,0.08,0.62
3266,SpongeBob's Atlantis SquarePantis,26,2007,1,515,0.57,0.01,0,0.04,0.62
3267,Metal Gear Solid V: Ground Zeroes,18,2014,1,282,0.14,0.14,0.27,0.06,0.62
3268,Halloween,1,1982,1,565,0.58,0.03,0,0.01,0.62
3269,Dragon Ball Z: Ultimate Tenkaichi,18,2011,3,352,0.27,0.18,0.09,0.08,0.62
3270,WWE SmackDown vs. Raw 2010,20,2009,3,515,0.25,0.23,0,0.14,0.62
3271,Bass Landing,16,1999,11,45,0.21,0.14,0.23,0.04,0.62
3272,XGRA: Extreme G-Racing Association,17,2004,7,138,0.3,0.24,0,0.08,0.62
3273,Mario's Picross,6,1995,6,369,0,0,0.62,0,0.62
3274,Pac-Man Player's Choice Bundle,8,2003,4,352,0.48,0.12,0,0.02,0.62
3275,Rocksmith 2014,19,2014,4,533,0.34,0.17,0,0.11,0.62
3276,Fighters MEGAMiX,22,1996,3,453,0,0,0.62,0,0.62
3277,Bahamut Lagoon,24,1996,8,476,0,0,0.62,0,0.62
3278,Wall-E,29,2008,5,515,0.29,0.26,0,0.07,0.62
3279,Tomb Raider III: Adventures of Lara Croft,14,1998,1,138,0.59,0.03,0,0,0.62
3280,Toshochu: Run for Money,3,2012,2,352,0,0,0.62,0,0.62
3281,Dragon Quest Monsters: Joker 2 Professional,5,2011,8,475,0,0,0.62,0,0.62
3282,NFL Quarterback Club 99,11,1998,11,13,0.59,0.02,0,0,0.62
3283,Super Robot Taisen α Gaiden,16,2001,12,62,0,0,0.58,0.04,0.62
3284,Formula 1: Championship Edition,18,2006,7,465,0,0.57,0.04,0,0.61
3285,Muramasa: The Demon Blade,26,2009,8,440,0.33,0.13,0.11,0.04,0.61
3286,NBA 2K9,18,2008,11,499,0.56,0,0,0.05,0.61
3287,SingStar Singalong With Disney,17,2008,4,465,0,0.04,0,0.57,0.61
3288,NHL 16,19,2015,11,139,0.35,0.15,0,0.11,0.61
3289,Plants vs. Zombies: Garden Warfare,19,2014,9,139,0.21,0.29,0.01,0.11,0.61
3290,NFL Fever 2003,30,2002,11,328,0.46,0.13,0,0.02,0.61
3291,Samurai Warriors 2,17,2006,1,507,0.02,0.02,0.57,0.01,0.61
3292,Dynasty Warriors 8,18,2013,1,507,0.12,0.11,0.34,0.05,0.61
3293,Disney Sing It: Family Hits,26,2010,4,126,0.39,0.18,0,0.05,0.61
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,7,2005,4,515,0.44,0.16,0,0.01,0.61
3295,Robotech: Battlecry,17,2002,9,503,0.3,0.23,0,0.08,0.61
3296,Dora the Explorer: Super Spies,7,2004,5,201,0.44,0.16,0,0.01,0.61
3297,New Carnival Games,26,2010,4,499,0.35,0.21,0,0.05,0.61
3298,Tony Hawk: RIDE,29,2009,11,17,0.46,0.1,0,0.05,0.61
3299,Just Dance 2014,27,2013,4,533,0.33,0.23,0,0.05,0.61
3300,Cooking Mama 4: Kitchen Magic!,3,2011,10,7,0.5,0.07,0,0.04,0.61
3301,Texas Hold 'Em Poker,7,2004,4,300,0.44,0.16,0,0.01,0.61
3302,Time Crisis 3,17,2003,9,352,0.3,0.23,0,0.08,0.61
3303,Cabela's Monster Buck Hunter,26,2010,11,17,0.58,0,0,0.03,0.61
3304,Ganbaru Watashi no Kakei Diary,5,2007,4,369,0,0,0.61,0,0.61
3305,pro evolution soccer 2011,29,2010,11,282,0.09,0.44,0,0.07,0.61
3306,New Play Control! Donkey Kong Jungle Beat,26,2008,5,369,0.24,0.17,0.14,0.05,0.61
3307,Small Soldiers,16,1998,5,139,0.34,0.23,0,0.04,0.61
3308,Yakuza: Dead Souls,18,2011,9,453,0.09,0.07,0.42,0.03,0.61
3309,Littlest Pet Shop: Garden,5,2008,10,139,0.31,0.24,0,0.06,0.61
3310,Half-Life 2,30,2005,9,139,0.37,0.21,0,0.03,0.61
3311,Duke Nukem: Total Meltdown,16,1997,9,209,0.34,0.23,0,0.04,0.61
3312,Pac-Man Party,26,2010,4,352,0.47,0.09,0.01,0.04,0.61
3313,Jak and Daxter: The Lost Frontier,20,2009,5,465,0.18,0.27,0,0.15,0.61
3314,Major League Baseball 2K8,29,2008,11,65,0.56,0,0,0.05,0.61
3315,SimCity DS,5,2007,10,139,0.33,0.03,0.21,0.03,0.61
3316,Major League Baseball 2K9,29,2009,11,471,0.56,0,0,0.05,0.61
3317,Petz: Dogz Pack,5,2008,10,533,0.56,0,0,0.05,0.61
3318,Split/Second,29,2010,7,126,0.32,0.23,0,0.06,0.61
3319,Final Fantasy IV Advance,7,2005,8,369,0.27,0.1,0.22,0.01,0.61
3320,Madden NFL 2003,7,2002,11,139,0.44,0.16,0,0.01,0.61
3321,Tomb Raider Chronicles,16,1999,1,138,0.34,0.23,0,0.04,0.61
3322,Harry Potter and the Goblet of Fire,7,2005,1,139,0.44,0.16,0,0.01,0.61
3323,Dragon Ball Z: Buu's Fury,7,2004,1,54,0.44,0.16,0,0.01,0.61
3324,Madden NFL 2002,8,2001,11,139,0.47,0.12,0,0.02,0.61
3325,Guitar Hero: Smash Hits,26,2009,4,17,0.33,0.21,0,0.06,0.61
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,26,2008,4,126,0.37,0.16,0.01,0.06,0.61
3327,Spider-Man: Mysterio's Menace,7,2001,1,17,0.43,0.16,0,0.01,0.61
3328,Madden NFL 2000,11,1999,11,139,0.58,0.02,0,0,0.61
3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",29,2007,1,17,0.51,0.05,0,0.05,0.61
3330,Game & Watch Gallery 4,7,2002,4,369,0.43,0.16,0,0.01,0.61
3331,Littlest Pet Shop: Jungle,5,2008,10,139,0.34,0.2,0,0.06,0.61
3332,Naruto: Ultimate Ninja,17,2003,3,54,0.5,0.02,0,0.08,0.61
3333,Fighters Uncaged,29,2010,3,533,0.31,0.24,0,0.06,0.61
3334,Call of Juarez: Bound in Blood,29,2009,9,533,0.3,0.24,0,0.06,0.61
3335,New Play Control! Pikmin 2,26,2009,12,369,0.11,0.14,0.33,0.02,0.6
3336,Tony Hawk's Underground,7,2003,11,17,0.43,0.16,0,0.01,0.6
3337,Hot Shots Golf: World Invitational,21,2011,11,465,0.19,0.11,0.25,0.06,0.6
3338,Monster Trucks,7,2004,7,300,0.43,0.16,0,0.01,0.6
3339,Shadow The Hedgehog,17,2005,5,453,0.5,0.02,0,0.08,0.6
3340,Wave Race: Blue Storm,8,2001,7,369,0.4,0.1,0.09,0.02,0.6
3341,Backyard Wrestling: Don't Try This at Home,17,2003,3,138,0.3,0.23,0,0.08,0.6
3342,Fight Night Round 2,30,2005,3,139,0.42,0.16,0,0.02,0.6
3343,MonHun Nikki: Poka Poka Ailu Mura,20,2010,8,82,0,0,0.6,0,0.6
3344,The Golden Compass,5,2007,1,453,0.28,0.25,0,0.06,0.6
3345,NBA 2K8,17,2007,11,499,0.5,0.02,0,0.08,0.6
3346,Phineas and Ferb: Across the 2nd Dimension,26,2011,1,126,0.36,0.19,0,0.05,0.6
3347,Disney Infinity,27,2013,1,126,0.33,0.22,0,0.05,0.6
3348,The Golden Compass,26,N/A,1,453,0.26,0.28,0,0.07,0.6
3349,WarioWare D.I.Y.,5,2009,4,369,0.18,0.19,0.2,0.04,0.6
3350,Tony Hawk: RIDE,18,2009,11,17,0.38,0.15,0,0.08,0.6
3351,LEGO Jurassic World,3,2015,1,560,0.31,0.22,0.03,0.05,0.6
3352,Alice: Madness Returns,18,2011,2,139,0.22,0.25,0.04,0.09,0.6
3353,LEGO The Hobbit,19,2014,1,560,0.12,0.37,0,0.1,0.6
3354,Suikoden,16,1995,8,282,0.21,0.14,0.21,0.04,0.6
3355,Secret Agent Clank,17,2009,5,465,0.13,0.18,0,0.29,0.6
3356,Rayman Arena,17,2001,7,533,0.29,0.23,0,0.08,0.6
3357,Avatar: The Game,20,2009,1,533,0.22,0.24,0,0.14,0.6
3358,Jaws Unleashed,17,2006,1,515,0.5,0.02,0,0.08,0.6
3359,Puyo Puyo Sun,22,1997,6,97,0,0,0.6,0,0.6
3360,Half-Life,17,2001,9,556,0.29,0.23,0,0.08,0.6
3361,Tomb Raider (2013),31,2014,1,475,0.34,0.21,0,0.05,0.6
3362,Mickey's Speedway USA,11,2000,7,369,0.37,0.08,0.14,0.01,0.6
3363,International Superstar Soccer 64,11,1997,11,282,0.09,0.26,0.23,0.02,0.6
3364,Skylanders SWAP Force,27,2013,5,17,0.4,0.15,0,0.06,0.6
3365,NASCAR Heat 2002,17,2001,7,246,0.29,0.23,0,0.08,0.6
3366,Disney Sing It! High School Musical 3: Senior Year,26,2008,4,126,0.32,0.23,0,0.04,0.6
3367,From TV Animation One Piece: Grand Battle 2,16,2002,3,352,0,0,0.56,0.04,0.6
3368,BeatMania Append 3rdMix,16,1998,10,282,0,0,0.56,0.04,0.6
3369,PGR3 - Project Gotham Racing 3,29,2005,7,328,0.49,0.03,0.03,0.05,0.6
3370,XCOM: Enemy Unknown,18,2012,12,499,0.24,0.25,0,0.11,0.6
3371,Blur,29,2010,7,17,0.25,0.28,0,0.06,0.6
3372,Xena: Warrior Princess,16,1998,2,139,0.33,0.23,0,0.04,0.6
3373,Scribblenauts: Unlimited,3,2012,1,560,0.55,0.01,0,0.04,0.6
3374,Front Mission,24,1995,12,476,0,0,0.6,0,0.6
3375,NHL 11,18,2010,11,139,0.4,0.13,0,0.07,0.6
3376,Kinect Rush: A Disney Pixar Adventure,29,2012,2,328,0.38,0.16,0,0.05,0.6
3377,Monopoly,29,2008,4,139,0.34,0.2,0,0.06,0.6
3378,Disney Infinity 2.0: Marvel Super Heroes,19,2014,1,126,0.26,0.24,0,0.1,0.6
3379,Major League Baseball 2K7,17,2007,11,471,0.29,0.23,0,0.08,0.6
3380,Asphalt: Urban GT,5,2004,7,533,0.31,0.22,0,0.06,0.6
3381,The Fight: Lights Out,18,2010,3,465,0.29,0.22,0,0.09,0.6
3382,Dai-2-Ji Super Robot Taisen α,17,2003,12,62,0,0,0.6,0,0.6
3383,Pokemon Trozei!,5,2005,6,369,0.26,0,0.31,0.02,0.6
3384,Dead Space,14,2008,1,139,0,0.53,0,0.06,0.59
3385,Hot Wheels: Stunt Track Challenge,17,2004,7,515,0.29,0.23,0,0.08,0.59
3386,Rayman Origins,21,2012,5,533,0.13,0.35,0,0.11,0.59
3387,London 2012: The Official Video Game of the Olympic Games,29,2012,11,453,0.07,0.46,0,0.07,0.59
3388,Beijing 2008,29,2008,11,453,0.15,0.38,0,0.07,0.59
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,17,2005,12,62,0,0,0.59,0,0.59
3390,Jeopardy!,26,2010,4,515,0.56,0,0,0.03,0.59
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,16,1997,11,282,0,0,0.56,0.04,0.59
3392,Assassin's Creed: Brotherhood,14,2011,1,533,0.15,0.34,0,0.1,0.59
3393,CyberTiger,16,1998,11,139,0.33,0.22,0,0.04,0.59
3394,Jampack Fall 2001,16,2001,4,465,0.33,0.22,0,0.04,0.59
3395,Medal of Honor: Frontline,8,2002,9,139,0.46,0.12,0,0.02,0.59
3396,Final Fantasy: The 4 Heroes of Light,5,2009,8,475,0.23,0.11,0.23,0.03,0.59
3397,Iron Man,26,2008,1,453,0.31,0.22,0,0.06,0.59
3398,Kane & Lynch 2: Dog Days,18,2010,9,475,0.17,0.28,0.05,0.1,0.59
3399,NFL Blitz 2001,16,2000,11,330,0.33,0.22,0,0.04,0.59
3400,Total War: Shogun 2,14,2011,12,453,0.19,0.31,0,0.09,0.59
3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,16,1998,11,282,0,0,0.55,0.04,0.59
3402,Rock Band 2,17,2008,4,345,0.29,0.23,0,0.08,0.59
3403,Yakuza 5,18,2012,1,453,0,0,0.59,0,0.59
3404,LEGO Indiana Jones 2: The Adventure Continues,20,2009,1,17,0.21,0.24,0,0.14,0.59
3405,BurgerTime,1,1981,6,309,0.55,0.03,0,0.01,0.59
