game_id,name,platform_id,year,genre_id,publisher_id,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7142,Def Jam: Fight for NY,8,2004,3,139,0.17,0.05,0,0.01,0.22
7143,Sword Art Online: Infinity Moment,20,2013,8,352,0,0,0.22,0,0.22
7144,Spartan: Total Warrior,17,2005,1,453,0.11,0.09,0,0.03,0.22
7145,Killer is Dead,18,2013,1,119,0.12,0.04,0.05,0.02,0.22
7146,EX Monopoly,7,2001,4,497,0.16,0.06,0,0,0.22
7147,Star Trek: The Game,29,2013,1,352,0.12,0.09,0,0.02,0.22
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,11,1997,4,352,0,0,0.22,0,0.22
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,8,2003,4,13,0.17,0.04,0,0.01,0.22
7150,Deadly Duck,1,1981,9,3,0.21,0.01,0,0,0.22
7151,Assault,1,1982,1,76,0.21,0.01,0,0,0.22
7152,Reactor,1,1981,1,399,0.21,0.01,0,0,0.22
7153,Ys Seven,20,2009,8,159,0.14,0,0.08,0.01,0.22
7154,Marvel Super Hero Squad: The Infinity Gauntlet,5,2010,1,515,0.17,0.03,0,0.02,0.22
7155,Gundam Battle Chronicle,20,2007,1,352,0,0,0.22,0,0.22
7156,G-Force,18,2009,1,126,0.13,0.06,0,0.03,0.22
7157,Danball Senki Boost,20,2011,1,288,0,0,0.22,0,0.22
7158,Kidz Bop Dance Party! The Video Game,26,2010,4,111,0.21,0,0,0.01,0.22
7159,Conflict: Vietnam,30,2004,9,449,0.17,0.05,0,0.01,0.22
7160,Whirl Tour,17,2002,11,102,0.11,0.09,0,0.03,0.22
7161,Time Crisis: Crisis Zone,17,2004,9,352,0.11,0.09,0,0.03,0.22
7162,Momotarou Dentetsu 15,17,2005,4,228,0,0,0.22,0,0.22
7163,Dark Souls II,31,2015,8,352,0.13,0.07,0,0.02,0.22
7164,Discovery Kids: Dolphin Discovery,5,2008,10,7,0.21,0,0,0.01,0.22
7165,Ben 10 Ultimate Alien: Cosmic Destruction,17,2010,5,111,0.13,0.06,0,0.04,0.22
7166,Hatsune Miku: Project Mirai 2,3,2013,1,453,0,0,0.22,0,0.22
7167,Skies of Arcadia Legends,8,2002,8,54,0.17,0.04,0,0.01,0.22
7168,Cloudy With a Chance of Meatballs,5,2009,5,533,0.2,0.01,0,0.02,0.22
7169,MotoGP 08,17,2008,7,82,0.01,0,0,0.21,0.22
7170,Madden NFL 12,20,2011,11,139,0.21,0,0,0.02,0.22
7171,Sengoku Basara 3 Utage,18,2011,1,82,0,0,0.22,0,0.22
7172,Breath of Fire,7,2001,8,533,0.11,0.04,0.06,0,0.22
7173,Ragnarok DS,5,2008,8,210,0.1,0,0.11,0.01,0.22
7174,Ford vs. Chevy,17,2005,7,198,0.11,0.09,0,0.03,0.22
7175,NCAA Football 2005,8,2004,11,139,0.17,0.04,0,0.01,0.22
7176,Hamtaro: Ham-Ham Games,7,2004,11,369,0.16,0.06,0,0,0.22
7177,Danny Phantom: The Ultimate Enemy,7,2005,1,515,0.16,0.06,0,0,0.22
7178,Petz Rescue: Endangered Paradise,5,2008,2,533,0.21,0,0,0.02,0.22
7179,MotoGP 09/10,18,2010,7,82,0.05,0.13,0,0.04,0.22
7180,Rune Factory: Tides of Destiny,18,2011,8,305,0.14,0,0.07,0.01,0.22
7181,A Boy and His Blob,26,2009,5,300,0.19,0.02,0,0.02,0.22
7182,Battleborn,19,2016,9,499,0.09,0.08,0.01,0.04,0.22
7183,Move Fitness,18,N/A,11,465,0,0.17,0,0.05,0.22
7184,Atelier Escha & Logy: Alchemists of the Dusk Sky,18,2013,8,507,0.06,0.04,0.1,0.02,0.22
7185,Hidden Mysteries: Buckingham Palace,5,2010,6,58,0.13,0.07,0,0.02,0.22
7186,Crazy Climber,1,1981,1,54,0.21,0.01,0,0,0.22
7187,Super Adventure Island,24,1992,5,228,0,0,0.22,0,0.22
7188,Bust-A-Move 4,16,1998,6,13,0.12,0.08,0,0.01,0.22
7189,The Legend of Spyro: The Eternal Night,26,2007,5,556,0.18,0.02,0,0.02,0.22
7190,NFL Quarterback Club 97,16,1996,11,13,0.12,0.08,0,0.01,0.22
7191,Rampage: Total Destruction,26,2006,1,330,0.19,0.01,0,0.02,0.22
7192,Galactic Wrestling: Featuring Ultimate Muscle,17,2004,3,352,0.03,0.02,0.17,0.01,0.22
7193,Petz: Horse Club,26,2008,4,533,0.2,0,0,0.02,0.22
7194,Dino Stalker,17,2002,9,82,0.07,0.06,0.08,0.02,0.22
7195,Rapala's Fishing Frenzy,26,2008,11,17,0.2,0,0,0.02,0.22
7196,Mobile Suit Gundam Seed,17,2003,1,352,0,0,0.22,0,0.22
7197,Shinobi,3,2011,5,453,0.14,0.07,0,0.02,0.22
7198,Puss in Boots,26,2011,1,515,0.19,0.01,0,0.01,0.22
7199,Tony Hawk's Downhill Jam,5,2006,11,17,0.2,0,0,0.02,0.22
7200,Mega Man Zero 3,7,2004,5,82,0.16,0.06,0,0,0.22
7201,LEGO The Lord of the Rings,14,2012,1,560,0.07,0.13,0,0.03,0.22
7202,Hitman: HD Trilogy,18,2013,1,475,0.07,0.1,0,0.04,0.22
7203,Aliens vs Predator: Requiem,20,2007,1,556,0.03,0.12,0,0.07,0.22
7204,Castlevania: Lords of Shadow 2,18,2014,1,282,0.03,0.13,0.02,0.04,0.22
7205,Barbie: Groom and Glam Pups,26,2010,1,515,0.19,0.02,0,0.01,0.22
7206,KORG DS-10 Synthesizer,5,2008,4,33,0.2,0.01,0,0.02,0.22
7207,Tenchu: Shadow Assassins,26,2008,1,533,0.16,0.01,0.03,0.02,0.22
7208,Barbie Super Sports,16,1999,11,309,0.12,0.08,0,0.01,0.22
7209,CSI: Fatal Conspiracy,26,2010,2,533,0.12,0.08,0,0.02,0.22
7210,Nicktoons Collection: Game Boy Advance Video Volume 2,7,2004,4,351,0.16,0.06,0,0,0.22
7211,Jackass the Game,20,2007,1,143,0.09,0.08,0,0.05,0.22
7212,The Legend of Heroes: Trails of Cold Steel,18,2013,8,372,0.05,0.04,0.12,0.02,0.22
7213,Tom Clancy's Rainbow Six: Siege,14,2015,9,533,0.12,0.08,0,0.02,0.22
7214,Dungeon Hunter Alliance,21,2012,1,533,0.09,0.1,0,0.04,0.22
7215,LEGO Harry Potter: Years 5-7,14,N/A,1,560,0.05,0.14,0,0.03,0.22
7216,Duel Masters: Kaijudo Showdown,7,2004,4,54,0.16,0.06,0,0,0.22
7217,Imagine: Boutique Owner,5,2009,10,533,0.2,0,0,0.02,0.22
7218,The Walking Dead: Season Two,18,2014,2,509,0.09,0.09,0,0.04,0.22
7219,The Lord of the Rings: The Third Age,7,2004,8,139,0.16,0.06,0,0,0.22
7220,Cursed Mountain,26,2009,2,119,0.09,0.1,0,0.02,0.22
7221,The Suffering,30,2004,1,330,0.16,0.05,0,0.01,0.22
7222,Dragon Quest Builders: Revive Alefgard,19,2016,8,475,0,0,0.22,0,0.22
7223,Tetris Worlds,8,2002,6,515,0.17,0.04,0,0.01,0.22
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,29,2014,2,17,0.11,0.09,0,0.02,0.22
7225,ECW Hardcore Revolution,11,2000,3,13,0.18,0.04,0,0,0.22
7226,Mega Man 64,11,2000,1,82,0.14,0.03,0.05,0,0.22
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),11,1996,11,243,0,0,0.22,0,0.22
7228,Rampage 2: Universal Tour,11,1999,1,209,0.18,0.04,0,0,0.22
7229,Ms. Pac-Man: Maze Madness,11,2000,6,352,0.18,0.04,0,0,0.22
7230,Tales of Graces,26,2009,8,352,0,0,0.22,0,0.22
7231,Age of Empires: Mythologies,5,2008,12,515,0.17,0.03,0,0.02,0.22
7232,Viewtiful Joe 2,8,2004,1,82,0.17,0.04,0,0.01,0.22
7233,Where's Waldo? The Fantastic Journey,5,2009,2,533,0.2,0,0,0.02,0.22
7234,ATV Quad Kings,26,2009,7,577,0.21,0,0,0.01,0.22
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,17,2002,4,13,0.11,0.08,0,0.03,0.22
7236,Jewel Quest: Expeditions,5,2007,6,58,0.03,0.18,0,0.01,0.22
7237,NBA Jam Extreme,16,1996,11,13,0.12,0.08,0,0.01,0.22
7238,Dragon Ball: Origins (JP & incomplete US sales),5,2008,2,54,0.04,0,0.17,0,0.22
7239,Touch the Dead,5,2007,9,138,0.2,0,0,0.02,0.22
7240,Tropico 3,29,2009,12,271,0.15,0.02,0.03,0.02,0.22
7241,Nickelodeon Party Blast,30,2002,4,246,0.16,0.05,0,0.01,0.22
7242,Ben 10 Alien Force: Vilgax Attacks,29,2009,1,111,0.11,0.09,0,0.02,0.22
7243,NHL Championship 2000,16,1998,11,168,0.12,0.08,0,0.01,0.22
7244,G.I. Joe: The Rise of Cobra,26,2009,1,139,0.17,0.03,0,0.02,0.22
7245,Shellshock: Nam '67,30,2004,9,138,0.16,0.05,0,0.01,0.22
7246,Hunted: The Demon's Forge,29,2011,1,65,0.13,0.07,0,0.02,0.22
7247,Kartia: The Word of Fate,16,1998,12,282,0.05,0.03,0.12,0.01,0.22
7248,Tales of Berseria,19,2016,8,352,0,0,0.22,0,0.22
7249,All-Star Baseball 2002,8,2001,11,13,0.17,0.04,0,0.01,0.22
7250,Magna Carta: Tears of Blood,17,2004,8,7,0.11,0.08,0,0.03,0.22
7251,Lethal Skies Elite Pilot: Team SW,17,2001,10,446,0.11,0.08,0,0.03,0.22
7252,Capcom vs. SNK,4,2000,3,553,0,0,0.22,0,0.22
7253,NBA Live 09 All-Play,26,2008,11,139,0.19,0.01,0,0.02,0.22
7254,Infinite Space,5,2009,8,453,0.07,0.06,0.07,0.01,0.22
7255,Yoostar2,29,2011,4,541,0.11,0.09,0,0.02,0.22
7256,Transformers: Devastation,19,2015,1,17,0.1,0.08,0,0.04,0.22
7257,Tamagotchi no KiraKira Omisecchi,5,2008,4,352,0,0,0.22,0,0.22
7258,From Russia With Love,8,2005,1,139,0.17,0.04,0,0.01,0.22
7259,You Don't Know Jack,26,2011,4,515,0.2,0,0,0.01,0.22
7260,Just Dance 2016,18,2015,4,533,0.1,0.08,0,0.04,0.22
7261,Pinball Hall of Fame: The Williams Collection,18,2009,4,102,0.2,0,0,0.02,0.22
7262,Guitar Hero: Smash Hits,17,2009,4,17,0.11,0.01,0,0.1,0.22
7263,NFL Quarterback Club 2002,17,2001,11,13,0.11,0.08,0,0.03,0.22
7264,Kirby's Star Stacker,6,1997,6,369,0,0,0.22,0,0.22
7265,NCAA Basketball 09,29,2008,11,139,0.2,0,0,0.02,0.22
7266,Full Auto,29,2006,9,453,0.19,0.01,0,0.02,0.22
7267,Dead Island,14,2011,1,119,0.12,0.07,0,0.03,0.22
7268,Growlanser: Heritage of War,17,2006,8,440,0.11,0.08,0,0.03,0.22
7269,Hasbro Family Game Night,5,2009,6,139,0.01,0.19,0,0.02,0.22
7270,Shin Megami Tensei x Fire Emblem,27,2015,8,369,0.1,0.04,0.06,0.01,0.22
7271,Rugby 2004,17,2003,11,139,0.11,0.08,0,0.03,0.22
7272,Disney's Magical Quest Starring Mickey and Minnie,7,2002,1,369,0.16,0.06,0,0,0.22
7273,Spirit Camera: The Cursed Memoir,3,2012,2,369,0.12,0.02,0.06,0.01,0.22
7274,NBA 06,20,2005,11,465,0.2,0,0,0.02,0.22
7275,Naruto: Ninja Council,7,2003,1,522,0.16,0.06,0,0,0.22
7276,Shin Megami Tensei: Persona,20,2009,8,56,0.08,0,0.13,0.01,0.22
7277,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,5,2007,2,507,0,0,0.22,0,0.22
7278,Wreckless: ThE YaKuza MisSiOns,17,2002,7,17,0.11,0.08,0,0.03,0.22
7279,Madden NFL 07,5,2006,11,139,0.2,0,0,0.02,0.22
7280,Jikkyou Powerful Major League,17,2006,11,282,0,0,0.22,0,0.22
7281,NFL 2K3,8,2002,11,453,0.17,0.04,0,0.01,0.22
7282,Darksiders II,19,2015,1,377,0.09,0.1,0,0.04,0.22
7283,Saltwater Sportfishing,16,2001,11,499,0.12,0.08,0,0.01,0.22
7284,Yoshi Touch & Go (JP sales),5,2005,5,369,0,0,0.22,0,0.22
7285,Samurai Jack: The Amulet of Time,7,2003,5,577,0.16,0.06,0,0,0.22
7286,Pass the Pigs,5,2008,4,515,0.2,0,0,0.02,0.22
7287,J-League Winning Eleven 2008: Club Championship,17,2008,11,282,0,0,0.22,0,0.22
7288,Jackie Chan: Stuntmaster,16,1999,1,465,0.12,0.08,0,0.01,0.22
7289,Sports Car GT,16,1999,7,139,0.12,0.08,0,0.01,0.22
7290,Lost Planet 3,18,2013,9,82,0.07,0.06,0.06,0.03,0.22
7291,Order Up!,26,2008,4,577,0.19,0.01,0,0.02,0.22
7292,Code Name: S.T.E.A.M.,3,2015,12,369,0.14,0.05,0.01,0.02,0.22
7293,SBK X: Superbike World Championship,18,2010,7,70,0.05,0.13,0,0.04,0.22
7294,NBA Live 14,19,2013,11,139,0.14,0.05,0,0.03,0.22
7295,Scooby-Doo! Mystery Mayhem,8,2004,1,515,0.17,0.04,0,0.01,0.22
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,22,1995,11,453,0,0,0.22,0,0.22
7297,American Idol,7,2003,4,91,0.15,0.06,0,0,0.22
7298,Summer Athletics: The Ultimate Challenge (Others sales),26,2008,11,132,0,0.2,0,0.01,0.22
7299,Britney's Dance Beat,7,2002,4,515,0.15,0.06,0,0,0.22
7300,Shrek SuperSlam,8,2005,1,17,0.17,0.04,0,0.01,0.22
7301,Sniper: Ghost Warrior 2,29,2013,9,88,0.06,0.13,0,0.02,0.22
7302,Over G Fighters,29,2006,10,533,0.19,0.01,0,0.02,0.22
7303,Sailor Moon,24,1993,1,352,0,0,0.22,0,0.22
7304,Apache: Air Assault,18,2010,10,17,0.11,0.07,0,0.03,0.22
7305,One Piece: Pirate Warriors 3,21,2015,1,352,0,0.07,0.13,0.02,0.22
7306,Herdy Gerdy,17,2002,2,138,0.11,0.08,0,0.03,0.22
7307,Armored Core V,29,2012,10,352,0.13,0.03,0.04,0.01,0.22
7308,EVE Online,14,2003,8,85,0,0.19,0,0.02,0.22
7309,Digimon World Re:Digitize,20,2012,1,352,0,0,0.22,0,0.22
7310,Ninja Gaiden: Dragon Sword,5,2008,1,507,0.17,0.02,0.02,0.02,0.22
7311,Ride,19,2015,7,333,0.03,0.13,0.03,0.03,0.22
7312,Blue Dragon Plus,5,2008,8,236,0.12,0.04,0.05,0.01,0.22
7313,Lords of the Fallen,31,2014,8,475,0.1,0.1,0,0.02,0.22
7314,NBA in the Zone 2000,16,2000,11,282,0.12,0.08,0,0.01,0.21
7315,Dark Summit,17,2001,11,515,0.11,0.08,0,0.03,0.21
7316,Afrika,18,2008,2,541,0.12,0,0.08,0.01,0.21
7317,Cabela's Big Game Hunter: Ultimate Challenge,16,2001,11,19,0.12,0.08,0,0.01,0.21
7318,The Legend of Heroes: Trails in the Sky First Chapter,20,2006,8,193,0.1,0.03,0.06,0.03,0.21
7319,Are You Smarter Than a 5th Grader? Back to School,26,2010,4,369,0.2,0,0,0.02,0.21
7320,Steins;Gate,21,2013,2,420,0.07,0.09,0,0.05,0.21
7321,The Dukes of Hazzard: Return of the General Lee,17,2004,7,533,0.11,0.08,0,0.03,0.21
7322,Pandemonium!,16,1996,5,74,0.12,0.08,0,0.01,0.21
7323,SingStar: Back to the 80s,18,2011,4,465,0,0.16,0,0.05,0.21
7324,Namco Museum: 50th Anniversary,8,2005,4,352,0.17,0.04,0,0.01,0.21
7325,Crash 'N' Burn,17,2004,7,138,0.11,0.08,0,0.03,0.21
7326,NBA,20,2005,11,465,0.2,0,0,0.02,0.21
7327,Teenage Mutant Ninja Turtles: Smash-Up,17,2009,3,533,0.11,0.08,0,0.03,0.21
7328,Pro Yakyuu Greatest Nine '97,22,1997,11,453,0,0,0.21,0,0.21
7329,Transformers: Dark of the Moon,3,2011,1,17,0.16,0.04,0,0.02,0.21
7330,Final Fantasy Fables: Chocobo's Dungeon,26,2007,8,475,0.09,0,0.11,0.01,0.21
7331,Lunar: Silver Star Story Complete,22,1997,8,269,0,0,0.21,0,0.21
7332,Dorabase DS: Dramatic Stadium,5,2007,11,352,0,0,0.21,0,0.21
7333,Disaster Report,17,2002,1,23,0.03,0.02,0.15,0.01,0.21
7334,EVE: burst error,22,1997,2,243,0,0,0.21,0,0.21
7335,We Sing Robbie Williams,26,2010,4,377,0,0.19,0,0.03,0.21
7336,Backyard NFL Football '09,26,2008,11,54,0.2,0,0,0.02,0.21
7337,Pro Evolution Soccer 2012,26,2011,1,282,0.08,0.08,0.03,0.02,0.21
7338,Akiba's Trip: Undead & Undressed,21,2013,1,372,0.09,0.02,0.08,0.03,0.21
7339,Speed Racer: The Videogame,17,2008,7,560,0.1,0.08,0,0.03,0.21
7340,College Hoops 2K7,29,2006,11,499,0.2,0,0,0.02,0.21
7341,The Amazing Spider-Man 2 (2014),31,2014,1,17,0.12,0.07,0,0.02,0.21
7342,Big League Sports,29,2011,11,17,0.18,0.02,0,0.01,0.21
7343,Bratz: Forever Diamondz,8,2006,2,515,0.17,0.04,0,0.01,0.21
7344,WCW Backstage Assault,16,1999,1,139,0.12,0.08,0,0.01,0.21
7345,UFC Undisputed 2010,20,2010,3,515,0.11,0.07,0,0.04,0.21
7346,Baja: Edge of Control,18,2008,7,515,0.1,0.08,0,0.04,0.21
7347,Wild Wild Racing,17,2000,7,251,0.1,0.08,0,0.03,0.21
7348,Magician's Quest: Town of Magic,3,2012,10,282,0,0,0.21,0,0.21
7349,The Bard's Tale,17,2004,8,533,0.1,0.08,0,0.03,0.21
7350,NCAA March Madness 08,29,2007,11,139,0.2,0,0,0.02,0.21
7351,Momotarou Dentetsu 16,17,2006,4,228,0,0,0.21,0,0.21
7352,Robotech: The Macross Saga,7,2002,9,503,0.15,0.06,0,0,0.21
7353,Yu Yu Hakusho: Dark Tournament,17,N/A,3,351,0.1,0.08,0,0.03,0.21
7354,MTV Celebrity Deathmatch,30,2003,3,201,0.16,0.05,0,0.01,0.21
7355,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,18,2010,1,352,0,0,0.21,0,0.21
7356,Conflict Zone,17,2002,12,533,0.1,0.08,0,0.03,0.21
7357,Tony Hawk's American Sk8land,5,2005,11,17,0.19,0.01,0,0.02,0.21
7358,de Blob 2,18,2011,5,515,0.11,0.07,0,0.03,0.21
7359,The BIGS 2,29,2009,11,499,0.19,0.01,0,0.02,0.21
7360,BloodRayne,30,2002,9,540,0.16,0.05,0,0.01,0.21
7361,Hannah Montana: The Movie,29,2009,2,126,0.14,0.06,0,0.02,0.21
7362,50 Cent: Blood on the Sand,29,2009,9,515,0.12,0.07,0,0.02,0.21
7363,Bratz: Girlz Really Rock,26,2008,1,515,0.19,0,0,0.02,0.21
7364,NHL 2K6,30,2005,11,499,0.16,0.05,0,0.01,0.21
7365,Tenchu: Return From Darkness,30,2004,1,17,0.16,0.05,0,0.01,0.21
7366,World Poker Tour,17,2005,4,499,0.1,0.08,0,0.03,0.21
7367,Prison Break: The Conspiracy,29,2010,1,119,0.07,0.12,0,0.02,0.21
7368,Neo Contra,17,2004,9,282,0.1,0.08,0,0.03,0.21
7369,MVP Baseball,20,2005,11,139,0.2,0,0,0.02,0.21
7370,GRID Autosport,18,2014,7,91,0.05,0.11,0.01,0.04,0.21
7371,Ghostbusters II,1,N/A,1,17,0.2,0.01,0,0,0.21
7372,Breakaway IV,1,N/A,6,452,0.2,0.01,0,0,0.21
7373,RealSports Baseball,1,1981,11,54,0.2,0.01,0,0,0.21
7374,Now! That's What I Call Music: Dance & Sing,26,2011,4,541,0,0.18,0,0.04,0.21
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,5,2011,12,282,0.1,0.03,0.07,0.01,0.21
7376,Metal Gear Solid V: The Phantom Pain,29,2015,1,282,0.12,0.08,0,0.02,0.21
7377,Hasbro Family Game Night 3,29,2010,4,139,0.17,0.03,0,0.01,0.21
7378,G.I. Joe: The Rise of Cobra,18,2009,1,139,0.11,0.07,0,0.03,0.21
7379,Rayman Raving Rabbids,29,2007,4,533,0.18,0.01,0,0.02,0.21
7380,Viewtiful Joe 2,17,2004,1,82,0.1,0.08,0,0.03,0.21
7381,Quake III: Revolution,17,2001,9,139,0.1,0.08,0,0.03,0.21
7382,Pac-Man World 3,17,2005,5,352,0.1,0.08,0,0.03,0.21
7383,Naruto: Clash of Ninja (JP sales),8,2003,3,522,0,0,0.21,0.01,0.21
7384,Robotech: Battlecry,30,N/A,9,541,0.16,0.05,0,0.01,0.21
7385,NOëL: NOT DiGITAL,16,1996,2,407,0,0,0.2,0.01,0.21
7386,Transformer: Rise of the Dark Spark,19,2014,1,17,0.07,0.1,0.01,0.04,0.21
7387,Dragon Ball Z Hyper Dimension,24,1995,3,352,0,0,0.21,0,0.21
7388,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,26,2009,2,208,0.12,0.07,0,0.02,0.21
7389,Senran Kagura 2: Deep Crimson,3,2014,1,303,0.09,0.03,0.08,0.01,0.21
7390,Marvel Super Hero Squad,20,2009,3,515,0.17,0.02,0,0.02,0.21
7391,The Chronicles of Narnia: Prince Caspian,5,2008,1,126,0.19,0.01,0,0.02,0.21
7392,Champion Jockey: G1 Jockey & Gallop Racer,18,2011,11,507,0.06,0.05,0.08,0.02,0.21
7393,HBO Boxing,16,2000,3,13,0.12,0.08,0,0.01,0.21
7394,Yoga Wii,26,2009,11,265,0.15,0.05,0,0.02,0.21
7395,Darkwatch,30,2005,9,533,0.16,0.05,0,0.01,0.21
7396,Cabela's Survival: Shadows of Katmai,26,2011,11,17,0.15,0.05,0,0.02,0.21
7397,Prince of Persia: Revelations,20,2005,2,533,0.18,0.01,0,0.02,0.21
7398,Bass Pro Shops: The Strike,29,2009,11,569,0.2,0,0,0.02,0.21
7399,Front Mission 5: Scars of the War,17,2005,12,475,0,0,0.21,0,0.21
7400,Maximo vs Army of Zin,17,2003,5,82,0.1,0.08,0,0.03,0.21
7401,The Fairly OddParents: Breakin' Da Rules,8,2003,5,515,0.16,0.04,0,0.01,0.21
7402,Namco Museum Megamix,26,2010,4,352,0.2,0,0,0.01,0.21
7403,Wedding Dash,5,2009,1,578,0.2,0,0,0.01,0.21
7404,Hot Shots Tennis: Get a Grip,20,2010,11,465,0.06,0,0.13,0.01,0.21
7405,Summoner 2,17,2002,8,515,0.1,0.08,0,0.03,0.21
7406,The Land Before Time: Big Water Adventure,16,2002,5,503,0.12,0.08,0,0.01,0.21
7407,Shadow of Destiny,17,2001,2,282,0.09,0.07,0.03,0.02,0.21
7408,Valkyria Chronicles III: Unrecorded Chronicles,20,N/A,12,453,0,0,0.21,0,0.21
7409,Cabela's Deer Hunt: 2004 Season,30,2003,11,19,0.16,0.05,0,0.01,0.21
7410,Disney's Planes,27,2013,10,126,0.15,0.04,0,0.02,0.21
7411,Brunswick Pro Bowling,20,2007,11,7,0.19,0,0,0.02,0.21
7412,World Series of Poker,20,2005,4,17,0.19,0,0,0.02,0.21
7413,ClayFighter 63 1/3,11,1997,3,251,0.17,0.04,0,0,0.21
7414,Monopoly,11,1999,4,217,0.17,0.04,0,0,0.21
7415,WCW Nitro,11,1998,3,515,0.17,0.04,0,0,0.21
7416,Cruis'n Exotica,11,2000,7,330,0.17,0.04,0,0,0.21
7417,Gex 3: Deep Cover Gecko,11,1999,5,102,0.17,0.04,0,0,0.21
7418,WinBack: Covert Operations,11,1999,9,553,0.17,0.04,0,0,0.21
7419,Heroes of Ruin,3,2012,8,369,0.13,0.07,0,0.02,0.21
7420,WipeOut 3 The Game,29,2012,1,17,0.2,0,0,0.01,0.21
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,16,1996,8,454,0,0,0.2,0.01,0.21
7422,SBK Superbike World Championship,29,2008,7,70,0.06,0.14,0,0.01,0.21
7423,The King of Fighters '96,22,1996,3,460,0,0,0.21,0,0.21
7424,Bionicle,8,2003,1,139,0.16,0.04,0,0.01,0.21
7425,WRC: FIA World Rally Championship,18,N/A,7,70,0,0.15,0.01,0.05,0.21
7426,Angel Blade: Neo Tokyo Guardians,16,1997,8,384,0.12,0.08,0,0.01,0.21
7427,Threads of Fate,16,1999,8,476,0.12,0.08,0,0.01,0.21
7428,PoPoLoCrois Monogatari II,16,2000,8,465,0,0,0.2,0.01,0.21
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,7,2004,5,282,0,0,0.2,0.01,0.21
7430,Vampire Rain,29,2007,1,328,0.18,0,0.01,0.01,0.21
7431,Way of the Samurai 3,29,2009,1,184,0.12,0.05,0.02,0.02,0.21
7432,Deus Ex: The Conspiracy,17,2002,1,138,0.1,0.08,0,0.03,0.21
7433,Unreal II: The Awakening,30,2004,9,54,0.17,0.04,0,0.01,0.21
7434,Rumble Racing,17,2001,7,139,0.1,0.08,0,0.03,0.21
7435,Spider-Man: Web of Shadows,17,2008,1,17,0.1,0.08,0,0.03,0.21
7436,Disgaea D2: A Brighter Darkness,18,2013,8,372,0.09,0,0.1,0.01,0.21
7437,Batman Begins,30,2005,1,139,0.16,0.04,0,0.01,0.21
7438,Just Dance: Greatest Hits,26,2012,4,533,0.15,0.04,0,0.02,0.21
7439,J-League Winning Eleven 10 + Europa League 06-07,17,2006,11,282,0,0,0.21,0,0.21
7440,Shrek: Reekin' Havoc,7,2003,5,503,0.15,0.06,0,0,0.21
7441,Solatorobo: Red the Hunter,5,2010,8,369,0.08,0.04,0.07,0.01,0.21
7442,Tales of Phantasia: Narikiri Dungeon X,20,2010,8,352,0,0,0.21,0,0.21
7443,JSRF: Jet Set Radio Future,30,2002,1,453,0.13,0.04,0.03,0.01,0.21
7444,NHL Hitz 20-02,8,2001,11,330,0.16,0.04,0,0.01,0.21
7445,The Last Airbender,26,2010,1,515,0.12,0.07,0,0.02,0.21
7446,NCAA Football 2003,8,2002,11,139,0.16,0.04,0,0.01,0.21
7447,StokEd,29,2009,11,579,0.18,0.01,0,0.01,0.21
7448,Rollcage,16,1999,7,423,0.12,0.08,0,0.01,0.21
7449,ESPN Winter X Games: Snowboarding 2002,17,2000,11,282,0.1,0.08,0,0.03,0.21
7450,Project: Snowblind,17,2005,1,138,0.1,0.08,0,0.03,0.21
7451,Tony Hawk's Motion,5,2008,11,17,0.19,0,0,0.02,0.21
7452,Super Robot Taisen K,5,2009,12,352,0,0,0.21,0,0.21
7453,Mortal Kombat: Special Forces,16,2000,3,330,0.12,0.08,0,0.01,0.21
7454,LEGO The Hobbit,21,2014,1,560,0.03,0.13,0,0.05,0.21
7455,Rayman Legends,21,2014,5,533,0.03,0.12,0,0.05,0.21
7456,Dragon Ball Z: Harukanaru Densetsu,5,2007,8,352,0.19,0,0,0.02,0.21
7457,Wacky Races: Crash & Dash,5,2008,7,138,0.19,0,0,0.01,0.21
7458,I Spy: Castle,5,2011,6,448,0.19,0,0,0.01,0.21
7459,Shin Megami Tensei: Persona 3 (jp sales),17,2006,8,507,0,0,0.21,0,0.21
7460,Greg Hastings Paintball 2,29,2010,9,300,0.19,0,0,0.01,0.21
7461,Evil Dead: Regeneration,17,2005,1,515,0.1,0.08,0,0.03,0.21
7462,Dead to Rights: Retribution,29,2010,9,352,0.11,0.08,0,0.02,0.21
7463,NCAA March Madness 07,29,2007,11,139,0.19,0,0,0.02,0.21
7464,NHL 2003,30,2002,11,139,0.15,0.04,0,0.01,0.21
7465,Marvel Super Hero Squad: Comic Combat,18,2011,1,515,0.11,0.07,0,0.03,0.21
7466,X-Men: Children of the Atom,22,1995,3,13,0,0,0.21,0,0.21
